Id,Size,HistoricalPrice,CurrentPrice
6289,2420,338986,195984
6290,2540,304750,292121
6291,4530,393788,484465
6292,4401,133521,388374
6293,4891,111564,271854
6294,3892,205155,547871
6295,2192,287150,410603
6296,2716,450891,240638
6297,3413,373346,353526
6298,2201,471551,481116
6299,1654,234757,433576
6300,2385,190197,371481
6301,1759,142637,215896
6302,3686,249438,391285
6303,2798,124276,351207
6304,2063,443090,586152
6305,3971,437358,255035
6306,1415,255647,425894
6307,4426,403374,440131
6308,1254,310496,397933
6309,2166,486230,515139
6310,4823,229526,438309
6311,4811,254093,331613
6312,2876,397203,174346
6313,3757,101532,401731
6314,3624,202666,153514
6315,1899,281877,174838
6316,3058,181551,439703
6317,4691,268828,513367
6318,1025,171880,209207
6319,4004,206734,166385
6320,1420,476141,299389
6321,4734,305714,543609
6322,2244,414312,174881
6323,2876,213123,523905
6324,3543,306260,379905
6325,2260,499605,571171
6326,3284,187897,208308
6327,2008,266919,522659
6328,1218,204599,339086
6329,2510,441383,403267
6330,2959,380786,346502
6331,3508,469006,484175
6332,1662,348751,517401
6333,3682,136509,499117
6334,4215,441561,209596
6335,1989,411381,544929
6336,1188,246486,170428
6337,1254,425320,212160
6338,1067,228633,400894
6339,1615,442009,492873
6340,3383,217181,210843
6341,3718,162059,566219
6342,3868,411294,492313
6343,1873,450511,506908
6344,4480,141091,585293
6345,3347,304196,438874
6346,4979,100903,526226
6347,2625,341024,222981
6348,1356,416379,391791
6349,1255,289637,353210
6350,2007,417486,477717
6351,3400,273795,389200
6352,2755,135572,309941
6353,4592,379754,383151
6354,3571,396196,181076
6355,4908,198993,378907
6356,3997,449207,276283
6357,3803,197540,437238
6358,4765,153533,307889
6359,1283,255136,160555
6360,4383,486133,220656
6361,1098,358897,540205
6362,1196,280653,533576
6363,3529,220388,593409
6364,1877,390846,547931
6365,4297,223482,542838
6366,2868,370775,446306
6367,3662,354936,251173
6368,3665,187388,510002
6369,2388,224798,251980
6370,3415,170043,538796
6371,1569,260053,188458
6372,3637,397908,254122
6373,4146,332843,248538
6374,2065,359859,546356
6375,1421,229014,261201
6376,3883,213076,298455
6377,2204,199007,298790
6378,1544,297270,357232
6379,1070,387084,499152
6380,4639,469562,302935
6381,4176,171792,423521
6382,2223,108367,495175
6383,4172,473908,341595
6384,1767,334673,274403
6385,3354,370717,295942
6386,4657,115582,469631
6387,2706,236450,300372
6388,3424,427440,599167
6389,1654,244572,217639
6390,3725,427985,502875
6391,3446,121881,274766
6392,2796,432377,515573
6393,1220,282614,410637
6394,4666,165285,586196
6395,1181,159547,388976
6396,1306,293223,313122
6397,3569,238294,283993
6398,2419,107933,543048
6399,2013,445529,482414
6400,3051,340839,497437
6401,3910,198706,442472
6402,4985,446734,435282
6403,1847,468543,362645
6404,1803,421289,555310
6405,4352,274682,421172
6406,1214,419664,390125
6407,4019,104544,296504
6408,4681,416956,455963
6409,2443,302682,500771
6410,1100,282572,408312
6411,4010,481234,362194
6412,4592,461198,417456
6413,1572,317054,175973
6414,2332,494833,252126
6415,1657,359711,598521
6416,3986,200834,310045
6417,2533,234405,456534
6418,4134,140002,559315
6419,2656,355549,410025
6420,1225,318760,462100
6421,1104,493727,511523
6422,2997,474994,426207
6423,1771,230011,506450
6424,4932,268922,373824
6425,4496,221548,243196
6426,4326,131786,159605
6427,1428,398388,246185
6428,1433,305786,252756
6429,2230,167261,266351
6430,4099,380621,379167
6431,3729,277605,406927
6432,4407,370640,391674
6433,3635,220522,358976
6434,4699,307080,485108
6435,4140,382868,332277
6436,1865,392560,559033
6437,3793,135575,152420
6438,4584,176614,496592
6439,4238,193566,239897
6440,3911,352061,177728
6441,4801,304180,274826
6442,4856,227192,207858
6443,3415,119359,518860
6444,1250,301464,330161
6445,3906,324135,377676
6446,1855,143634,411680
6447,4757,217255,365329
6448,2193,142864,572180
6449,4829,456626,378137
6450,4161,137355,489136
6451,1560,137690,511403
6452,2469,262717,528329
6453,3341,315886,585456
6454,1918,303811,512426
6455,2173,156630,364521
6456,4203,279243,293747
6457,1432,121658,398422
6458,3106,339204,247677
6459,1968,377941,210049
6460,1835,420943,329508
6461,3246,480445,190213
6462,3262,329414,571327
6463,1897,414380,416428
6464,4632,106265,429729
6465,1471,225611,507275
6466,4815,303206,419275
6467,1246,483898,193382
6468,3429,258070,576743
6469,1990,191426,368565
6470,4310,295078,312008
6471,1926,278417,237081
6472,4438,242957,203441
6473,2191,209681,597814
6474,3607,405970,229220
6475,2074,155597,389056
6476,2834,197375,301714
6477,4681,347077,350979
6478,4799,379228,162651
6479,1688,451591,282737
6480,3427,104383,419062
6481,3521,192313,435151
6482,4151,396505,378016
6483,3744,180294,356802
6484,4438,161331,437179
6485,2484,195057,501496
6486,3958,251601,226749
6487,4610,289646,526193
6488,4523,319699,500292
6489,4535,483829,172211
6490,1959,196917,597803
6491,1477,393076,176866
6492,4051,364052,387012
6493,3973,130412,157344
6494,4491,490463,480881
6495,1706,445854,482432
6496,4285,353928,474690
6497,4440,312104,257879
6498,3901,102928,422471
6499,2137,427302,591875
6500,4064,261704,589013
6501,1753,132309,177608
6502,3550,371424,571501
6503,2659,140449,500678
6504,3864,389101,528353
6505,1587,267967,591850
6506,2334,432643,321361
6507,2492,193057,430151
6508,2847,329223,437401
6509,3755,472209,235054
6510,4934,252767,179784
6511,4115,174893,319660
6512,4486,387320,194221
6513,4769,249481,433522
6514,4926,355536,154696
6515,4317,419111,505675
6516,4155,100987,184635
6517,1206,298573,276489
6518,3198,336692,470687
6519,3715,458998,362331
6520,3575,126015,300279
6521,1164,474494,570740
6522,3964,428548,571770
6523,2998,216751,161817
6524,4216,490951,467402
6525,4057,281353,343654
6526,3084,148231,281240
6527,1332,260104,272475
6528,1402,390449,586197
6529,1413,154306,373378
6530,1044,319248,215199
6531,4473,221139,477092
6532,3253,118318,207782
6533,1061,244318,230759
6534,3467,263674,211599
6535,1867,383728,354635
6536,2491,347399,166291
6537,3867,115169,521089
6538,1018,125968,597049
6539,1364,499601,372047
6540,4371,304830,237057
6541,4078,484828,502395
6542,4832,215391,499298
6543,3475,387588,244535
6544,2140,334856,576208
6545,1579,468225,582566
6546,4578,162497,413717
6547,1545,105362,409789
6548,2729,461398,158577
6549,3372,239322,551928
6550,1054,168354,179948
6551,1777,136368,386139
6552,4039,144109,227700
6553,1041,288717,417361
6554,2320,127426,472322
6555,1230,479776,497206
6556,1452,212637,508950
6557,4961,139023,307481
6558,3441,484412,330112
6559,2545,255964,259657
6560,2381,471355,359002
6561,2467,194897,479179
6562,2151,247079,243075
6563,3738,179777,552885
6564,4476,144858,339319
6565,3439,320510,340047
6566,2216,452186,571778
6567,3651,445242,171629
6568,1880,120239,503426
6569,4814,473095,342535
6570,4149,141291,458151
6571,1084,138805,561344
6572,2053,198831,152039
6573,4796,249515,256615
6574,1048,109290,153857
6575,4848,493427,340091
6576,2168,445778,241432
6577,1068,381216,370079
6578,4129,405434,230977
6579,3744,185186,424879
6580,4645,377259,315583
6581,3526,105149,196051
6582,3867,404136,536966
6583,4516,379860,202693
6584,4367,459868,257942
6585,2701,113621,481296
6586,4242,360800,493063
6587,2598,475209,441900
6588,3194,392543,284966
6589,4555,219374,528556
6590,4377,405242,516675
6591,4744,407655,324304
6592,4724,415387,203214
6593,2869,477275,219817
6594,2015,390894,213862
6595,3656,322682,371255
6596,1445,417542,408121
6597,3268,313614,409968
6598,4626,348797,573252
6599,4875,406489,561800
6600,2401,193430,313380
6601,4691,214921,525228
6602,4337,191729,440477
6603,3142,151843,579165
6604,1261,241294,536505
6605,2848,231458,247330
6606,1896,426478,189288
6607,2094,429314,490732
6608,3266,140878,358879
6609,2556,300741,265784
6610,1091,269421,326339
6611,1126,331343,444319
6612,1079,190352,158915
6613,2847,118383,493802
6614,4309,235973,521879
6615,1982,405033,484598
6616,4443,114633,508117
6617,1915,162244,523486
6618,3533,491321,346370
6619,1693,290091,163805
6620,1024,319184,366206
6621,1155,445741,583733
6622,4588,276173,204716
6623,3679,275778,283943
6624,2812,308156,514937
6625,2553,115115,449519
6626,2966,175379,326813
6627,2733,333553,522559
6628,2080,139979,304220
6629,2628,271713,155834
6630,1018,169377,192680
6631,2407,352858,278802
6632,4936,106416,153399
6633,2216,490929,302834
6634,3284,231666,594225
6635,2410,276128,518052
6636,4497,492508,488637
6637,1276,459651,518179
6638,4298,218243,594764
6639,1744,498077,309412
6640,1551,203070,538910
6641,4394,136126,504818
6642,2176,180382,231344
6643,1638,322785,340862
6644,1236,118228,505923
6645,1997,124009,161809
6646,3102,362238,298768
6647,3003,180636,389432
6648,2459,283293,280306
6649,3731,198453,332529
6650,3156,154486,565107
6651,4937,452654,209151
6652,2207,293366,234661
6653,2391,360243,344080
6654,3006,120860,333560
6655,2221,434956,206632
6656,2394,428231,531991
6657,1372,344856,216533
6658,4020,314135,525603
6659,2520,149607,221889
6660,4670,468808,234239
6661,3248,309605,251511
6662,1848,118330,207942
6663,3556,482947,159275
6664,2345,271150,432109
6665,3322,286404,247955
6666,3258,352134,264178
6667,1503,321437,316926
6668,4974,405480,559189
6669,4189,108070,501230
6670,1702,101320,439022
6671,4625,451187,537808
6672,3089,401065,560321
6673,1314,106589,263174
6674,3835,455139,476890
6675,3376,115589,511602
6676,2040,136375,362637
6677,1282,143085,540828
6678,3990,160840,452079
6679,1257,274272,182784
6680,1574,198704,574817
6681,1573,459191,189865
6682,3659,130982,509225
6683,2042,421864,490845
6684,2552,390658,561832
6685,3884,295961,423798
6686,1422,497067,167830
6687,2489,176034,559421
6688,2396,460532,192425
6689,1757,144845,358567
6690,3810,354259,227355
6691,2104,472997,579067
6692,2574,208417,258039
6693,4619,213436,404031
6694,3471,338198,550168
6695,1428,383303,197405
6696,4459,189788,407239
6697,3021,124003,388839
6698,4992,205722,405516
6699,4780,397283,417535
6700,4741,336444,343540
6701,1203,414596,165091
6702,3243,122205,442381
6703,3775,327131,525412
6704,3332,156955,405665
6705,2992,341235,470497
6706,3243,369608,486644
6707,1306,313718,321754
6708,2687,303729,524924
6709,1013,371984,592850
6710,2860,402912,439112
6711,4217,383071,335905
6712,2961,460766,321277
6713,2080,115329,357979
6714,1722,115791,585757
6715,1779,414771,275401
6716,2233,491029,372289
6717,1528,245444,440429
6718,1797,279541,515651
6719,1343,471698,595729
6720,4786,230436,165430
6721,4682,187073,401707
6722,2302,349894,290105
6723,1208,396514,300990
6724,1640,151408,430400
6725,4406,453085,329594
6726,2311,246306,345425
6727,3299,238604,534090
6728,4336,397560,181188
6729,3318,172439,467278
6730,2947,118242,464801
6731,1919,281326,448232
6732,2723,441468,558195
6733,3044,397393,349336
6734,1418,462268,462250
6735,2749,457193,282667
6736,3842,339647,313696
6737,4282,447222,217824
6738,2388,394438,517293
6739,2099,290856,321503
6740,4731,496900,506691
6741,4392,291373,271624
6742,3772,241503,560343
6743,3480,451771,430022
6744,3156,190381,402366
6745,3688,452171,472834
6746,2545,352641,227838
6747,2070,286444,337432
6748,3426,432510,258484
6749,2850,194176,543423
6750,2119,219667,151083
6751,1957,435014,332636
6752,1102,147387,415455
6753,3939,283999,435279
6754,3901,371448,207109
6755,2169,379176,473498
6756,2903,191291,256892
6757,4999,475033,474377
6758,4098,159486,377827
6759,2755,165552,327284
6760,3577,139244,501612
6761,1678,499158,338848
6762,2968,150697,365648
6763,1988,488175,352458
6764,2105,364837,201588
6765,3475,287823,443860
6766,2607,181098,277558
6767,3869,106259,490399
6768,2502,219746,302849
6769,2789,207772,539470
6770,2185,217928,592501
6771,4910,498158,271921
6772,1931,147419,363630
6773,2425,464236,243481
6774,4579,418249,309860
6775,2061,296979,547235
6776,2978,258455,225018
6777,3558,123404,196873
6778,3440,434800,280241
6779,3042,236774,553111
6780,3760,200965,360743
6781,3541,156332,592229
6782,4271,270491,506816
6783,2278,321648,197672
6784,2202,203182,418265
6785,3594,473539,249332
6786,1593,464763,232445
6787,3436,208269,480007
6788,2421,435988,300002
6789,4803,487127,199987
6790,3205,134142,250787
6791,2027,209699,540359
6792,3214,196226,578718
6793,4539,369537,247083
6794,1959,301011,181688
6795,3456,300154,520178
6796,4483,202281,258406
6797,4275,109388,157304
6798,3241,162969,285121
6799,3282,136660,427091
6800,3765,189244,406594
6801,2173,179544,159495
6802,4230,332625,436851
6803,4350,294068,379768
6804,1815,493327,456688
6805,1403,215370,311778
6806,1892,117545,250770
6807,3725,233451,577209
6808,4382,326845,164987
6809,1067,449490,300161
6810,4534,272192,215997
6811,1087,379953,422137
6812,3264,390111,161465
6813,3048,123424,232071
6814,2158,326675,444784
6815,2720,470555,488141
6816,2374,309550,162366
6817,3187,280526,442039
6818,3665,432213,413929
6819,3180,282997,156242
6820,2643,451263,436673
6821,1177,137049,262616
6822,3857,389965,476543
6823,2381,457941,418500
6824,3427,261017,566445
6825,1907,177734,235380
6826,4942,325962,430364
6827,3705,459589,568867
6828,3497,103830,509366
6829,1585,449084,368735
6830,3510,296339,500342
6831,1989,258829,405960
6832,2131,163867,184261
6833,3169,264838,339551
6834,3064,394563,593916
6835,2219,378812,371968
6836,3374,124996,280792
6837,1317,413456,253467
6838,3856,234137,454524
6839,2502,372611,491977
6840,3034,341452,254008
6841,4323,252079,500468
6842,3042,299151,539862
6843,1502,390846,254992
6844,3022,194369,177011
6845,1118,175569,329675
6846,4745,416096,243593
6847,1709,134169,268339
6848,4569,116829,299519
6849,4557,104522,233940
6850,1044,447831,236677
6851,1313,482478,386729
6852,4250,218576,263570
6853,4965,479563,476727
6854,1417,261545,213056
6855,3603,369843,231468
6856,4854,168165,535041
6857,2101,175692,424161
6858,1325,117441,379945
6859,4761,130716,187880
6860,4428,162175,151355
6861,2439,106834,256360
6862,2986,361609,208936
6863,3562,118179,345680
6864,3261,388363,362694
6865,4925,203153,396590
6866,1073,246854,368123
6867,4634,353975,407034
6868,2602,174967,360828
6869,1508,464598,197266
6870,3379,109496,335626
6871,4164,319939,339287
6872,1687,270310,249138
6873,1656,146025,210656
6874,2542,360281,204104
6875,2292,422030,226844
6876,2399,365856,150969
6877,4905,456211,511040
6878,4075,407633,412398
6879,4209,132664,553522
6880,4302,341871,215516
6881,3647,243492,243077
6882,2552,367459,361917
6883,2075,437177,561439
6884,4717,325648,480111
6885,4794,217862,351961
6886,1324,179030,200117
6887,1991,163910,151737
6888,2993,328360,232404
6889,4976,483219,575692
6890,4802,321965,567541
6891,1716,418063,293398
6892,3770,312360,425055
6893,1276,497348,310152
6894,3583,489297,434779
6895,4557,141598,463323
6896,4587,430350,548429
6897,1151,437044,338214
6898,1954,126296,385603
6899,2506,249138,475689
6900,1258,259964,571156
6901,3371,175577,390655
6902,4064,305662,538062
6903,1868,177173,460748
6904,2191,164771,369973
6905,1687,440009,486476
6906,1309,199074,461263
6907,3850,257110,232888
6908,2502,136622,473748
6909,4127,398030,166820
6910,3667,240973,226502
6911,1472,418521,524415
6912,4367,182910,217345
6913,3508,280934,320386
6914,4395,481136,453019
6915,1813,263878,483185
6916,1845,248731,220793
6917,2164,254525,417053
6918,1666,378456,242881
6919,3309,363580,164866
6920,2808,389713,323861
6921,2443,216787,502548
6922,2767,190485,409546
6923,2264,277058,394734
6924,1354,464699,478141
6925,2872,284249,440604
6926,3024,132646,198500
6927,3817,176126,349841
6928,4832,217922,406043
6929,4660,355217,424272
6930,1179,402574,155202
6931,1065,484382,513387
6932,1819,168659,410731
6933,2371,215341,346399
6934,1170,104158,329037
6935,3521,174236,574454
6936,3581,176067,229258
6937,2390,258810,280388
6938,2130,109879,261302
6939,3486,236615,540767
6940,1834,212284,330312
6941,1226,278996,233583
6942,4515,446261,335361
6943,1441,310190,575760
6944,3443,143888,210064
6945,1727,392420,247119
6946,2604,104799,374121
6947,3131,324842,172413
6948,4686,474673,494485
6949,4622,486857,329971
6950,2036,190141,236891
6951,2832,477157,351041
6952,2848,393812,183033
6953,3740,235183,513298
6954,1492,303623,151378
6955,4339,434536,549719
6956,2548,116490,255461
6957,2143,350138,323846
6958,1969,217219,340680
6959,3400,144104,269104
6960,4128,105316,445761
6961,3087,138130,285886
6962,4957,469438,538760
6963,4407,392098,339407
6964,1639,475581,399524
6965,1172,245250,435907
6966,2570,282235,291072
6967,1258,496260,546490
6968,4959,163165,330940
6969,1516,296511,466376
6970,3777,335605,295299
6971,1522,166775,298351
6972,2917,499782,355976
6973,3886,447455,522393
6974,3164,153149,346012
6975,3231,496222,323808
6976,2929,434705,505060
6977,4945,190710,552867
6978,2139,192199,360511
6979,3209,265024,496607
6980,4650,127326,157771
6981,4783,479416,491140
6982,3590,131139,482317
6983,4658,293175,452978
6984,4308,291929,546769
6985,1838,435782,315189
6986,2089,434796,251290
6987,2093,112937,358130
6988,4880,358006,343209
6989,3494,392305,541072
6990,3463,497599,184890
6991,3579,448000,243740
6992,3488,432187,491572
6993,3785,245807,158689
6994,2969,159919,178063
6995,3511,444199,469342
6996,4992,447599,360670
6997,3443,400279,151363
6998,3758,266730,297763
6999,2574,446821,283823
